,Unnamed: 0,file_name,dl_mapping_code,dl_name,bbox,cropped_fname
74,74,K-004378-005094-006192-013161_0_2_0_2_90_000_200.png,K-004378,타이레놀정500mg,"[599, 701, 213, 454]",K-004378-005094-006192-013161_0_2_0_2_90_000_200.png-K-004378-74.png
75,75,K-004378-005094-006192-013161_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[546, 179, 273, 268]",K-004378-005094-006192-013161_0_2_0_2_70_000_200.png-K-005094-75.png
76,76,K-004378-005094-006192-013161_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[113, 824, 284, 286]",K-004378-005094-006192-013161_0_2_0_2_75_000_200.png-K-005094-76.png
77,77,K-004378-005094-006192-013161_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[110, 812, 282, 275]",K-004378-005094-006192-013161_0_2_0_2_90_000_200.png-K-005094-77.png
78,78,K-004378-005094-006192-013161_0_2_0_2_70_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[545, 573, 322, 503]",K-004378-005094-006192-013161_0_2_0_2_70_000_200.png-K-006192-78.png
79,79,K-004378-005094-006192-013161_0_2_0_2_75_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[76, 133, 331, 525]",K-004378-005094-006192-013161_0_2_0_2_75_000_200.png-K-006192-79.png
80,80,K-004378-005094-006192-013161_0_2_0_2_90_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[76, 126, 325, 502]",K-004378-005094-006192-013161_0_2_0_2_90_000_200.png-K-006192-80.png
81,81,K-004378-005094-006192-013161_0_2_0_2_70_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[109, 708, 208, 491]",K-004378-005094-006192-013161_0_2_0_2_70_000_200.png-K-013161-81.png
82,82,K-004378-005094-006192-013161_0_2_0_2_75_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[616, 61, 196, 469]",K-004378-005094-006192-013161_0_2_0_2_75_000_200.png-K-013161-82.png
83,83,K-004378-005094-006192-013161_0_2_0_2_90_000_200.png,K-013161,엘스테인캡슐(에르도스테인),"[631, 20, 184, 487]",K-004378-005094-006192-013161_0_2_0_2_90_000_200.png-K-013161-83.png
84,84,K-004378-005094-006192-037777_0_2_0_2_70_000_200.png,K-004378,타이레놀정500mg,"[135, 107, 217, 440]",K-004378-005094-006192-037777_0_2_0_2_70_000_200.png-K-004378-84.png
85,85,K-004378-005094-006192-037777_0_2_0_2_75_000_200.png,K-004378,타이레놀정500mg,"[598, 702, 226, 470]",K-004378-005094-006192-037777_0_2_0_2_75_000_200.png-K-004378-85.png
86,86,K-004378-005094-006192-037777_0_2_0_2_90_000_200.png,K-004378,타이레놀정500mg,"[592, 701, 216, 453]",K-004378-005094-006192-037777_0_2_0_2_90_000_200.png-K-004378-86.png
87,87,K-004378-005094-006192-037777_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[552, 187, 274, 271]",K-004378-005094-006192-037777_0_2_0_2_70_000_200.png-K-005094-87.png
88,88,K-004378-005094-006192-037777_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[108, 813, 284, 283]",K-004378-005094-006192-037777_0_2_0_2_75_000_200.png-K-005094-88.png
89,89,K-004378-005094-006192-037777_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[104, 798, 279, 278]",K-004378-005094-006192-037777_0_2_0_2_90_000_200.png-K-005094-89.png
90,90,K-004378-005094-006192-037777_0_2_0_2_70_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[580, 586, 271, 545]",K-004378-005094-006192-037777_0_2_0_2_70_000_200.png-K-006192-90.png
91,91,K-004378-005094-006192-037777_0_2_0_2_75_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[81, 82, 285, 564]",K-004378-005094-006192-037777_0_2_0_2_75_000_200.png-K-006192-91.png
92,92,K-004378-005094-006192-037777_0_2_0_2_90_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[88, 79, 275, 526]",K-004378-005094-006192-037777_0_2_0_2_90_000_200.png-K-006192-92.png
93,93,K-004378-005094-006192-037777_0_2_0_2_70_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[114, 645, 244, 469]",K-004378-005094-006192-037777_0_2_0_2_70_000_200.png-K-037777-93.png
94,94,K-004378-005094-006192-037777_0_2_0_2_75_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[566, 134, 234, 461]",K-004378-005094-006192-037777_0_2_0_2_75_000_200.png-K-037777-94.png
95,95,K-004378-005094-006192-037777_0_2_0_2_90_000_200.png,K-037777,알바스테인캡슐(에르도스테인),"[569, 96, 246, 476]",K-004378-005094-006192-037777_0_2_0_2_90_000_200.png-K-037777-95.png
96,96,K-004378-005094-006192-038954_0_2_0_2_70_000_200.png,K-004378,타이레놀정500mg,"[96, 74, 220, 460]",K-004378-005094-006192-038954_0_2_0_2_70_000_200.png-K-004378-96.png
97,97,K-004378-005094-006192-038954_0_2_0_2_75_000_200.png,K-004378,타이레놀정500mg,"[638, 716, 218, 473]",K-004378-005094-006192-038954_0_2_0_2_75_000_200.png-K-004378-97.png
98,98,K-004378-005094-006192-038954_0_2_0_2_90_000_200.png,K-004378,타이레놀정500mg,"[630, 714, 210, 457]",K-004378-005094-006192-038954_0_2_0_2_90_000_200.png-K-004378-98.png
99,99,K-004378-005094-006192-038954_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[534, 182, 274, 268]",K-004378-005094-006192-038954_0_2_0_2_70_000_200.png-K-005094-99.png
100,100,K-004378-005094-006192-038954_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[122, 822, 286, 286]",K-004378-005094-006192-038954_0_2_0_2_75_000_200.png-K-005094-100.png
101,101,K-004378-005094-006192-038954_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[122, 811, 280, 275]",K-004378-005094-006192-038954_0_2_0_2_90_000_200.png-K-005094-101.png
102,102,K-004378-005094-006192-038954_0_2_0_2_70_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[545, 645, 319, 516]",K-004378-005094-006192-038954_0_2_0_2_70_000_200.png-K-006192-102.png
103,103,K-004378-005094-006192-038954_0_2_0_2_75_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[84, 34, 321, 557]",K-004378-005094-006192-038954_0_2_0_2_75_000_200.png-K-006192-103.png
104,104,K-004378-005094-006192-038954_0_2_0_2_90_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[76, 36, 325, 518]",K-004378-005094-006192-038954_0_2_0_2_90_000_200.png-K-006192-104.png
105,105,K-004378-005094-006192-038954_0_2_0_2_70_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[87, 685, 211, 481]",K-004378-005094-006192-038954_0_2_0_2_70_000_200.png-K-038954-105.png
106,106,K-004378-005094-006192-038954_0_2_0_2_75_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[632, 83, 217, 471]",K-004378-005094-006192-038954_0_2_0_2_75_000_200.png-K-038954-106.png
107,107,K-004378-005094-006192-038954_0_2_0_2_90_000_200.png,K-038954,뮤코원캡슐(에르도스테인),"[646, 47, 204, 487]",K-004378-005094-006192-038954_0_2_0_2_90_000_200.png-K-038954-107.png
108,108,K-004378-005094-006192-044834_0_2_0_2_70_000_200.png,K-004378,타이레놀정500mg,"[140, 107, 208, 445]",K-004378-005094-006192-044834_0_2_0_2_70_000_200.png-K-004378-108.png
109,109,K-004378-005094-006192-044834_0_2_0_2_75_000_200.png,K-004378,타이레놀정500mg,"[602, 701, 211, 474]",K-004378-005094-006192-044834_0_2_0_2_75_000_200.png-K-004378-109.png
110,110,K-004378-005094-006192-044834_0_2_0_2_90_000_200.png,K-004378,타이레놀정500mg,"[594, 701, 208, 455]",K-004378-005094-006192-044834_0_2_0_2_90_000_200.png-K-004378-110.png
111,111,K-004378-005094-006192-044834_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[554, 192, 273, 270]",K-004378-005094-006192-044834_0_2_0_2_70_000_200.png-K-005094-111.png
112,112,K-004378-005094-006192-044834_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[107, 811, 283, 283]",K-004378-005094-006192-044834_0_2_0_2_75_000_200.png-K-005094-112.png
113,113,K-004378-005094-006192-044834_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[103, 795, 280, 278]",K-004378-005094-006192-044834_0_2_0_2_90_000_200.png-K-005094-113.png
114,114,K-004378-005094-006192-044834_0_2_0_2_70_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[554, 571, 277, 538]",K-004378-005094-006192-044834_0_2_0_2_70_000_200.png-K-006192-114.png
115,115,K-004378-005094-006192-044834_0_2_0_2_75_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[105, 111, 284, 551]",K-004378-005094-006192-044834_0_2_0_2_75_000_200.png-K-006192-115.png
116,116,K-004378-005094-006192-044834_0_2_0_2_90_000_200.png,K-006192,삐콤씨에프정 618.6mg/병,"[105, 95, 287, 530]",K-004378-005094-006192-044834_0_2_0_2_90_000_200.png-K-006192-116.png
117,117,K-004378-005094-006192-044834_0_2_0_2_70_000_200.png,K-044834,엘스테인정(에르도스테인),"[71, 716, 278, 283]",K-004378-005094-006192-044834_0_2_0_2_70_000_200.png-K-044834-117.png
118,118,K-004378-005094-006192-044834_0_2_0_2_75_000_200.png,K-044834,엘스테인정(에르도스테인),"[583, 267, 271, 266]",K-004378-005094-006192-044834_0_2_0_2_75_000_200.png-K-044834-118.png
119,119,K-004378-005094-006192-044834_0_2_0_2_90_000_200.png,K-044834,엘스테인정(에르도스테인),"[589, 231, 272, 274]",K-004378-005094-006192-044834_0_2_0_2_90_000_200.png-K-044834-119.png
120,120,K-004378-005094-012778-013161_0_2_0_2_70_000_200.png,K-004378,타이레놀정500mg,"[134, 104, 216, 447]",K-004378-005094-012778-013161_0_2_0_2_70_000_200.png-K-004378-120.png
121,121,K-004378-005094-012778-013161_0_2_0_2_75_000_200.png,K-004378,타이레놀정500mg,"[601, 700, 217, 474]",K-004378-005094-012778-013161_0_2_0_2_75_000_200.png-K-004378-121.png
122,122,K-004378-005094-012778-013161_0_2_0_2_90_000_200.png,K-004378,타이레놀정500mg,"[595, 700, 209, 459]",K-004378-005094-012778-013161_0_2_0_2_90_000_200.png-K-004378-122.png
123,123,K-004378-005094-012778-013161_0_2_0_2_70_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[551, 189, 275, 269]",K-004378-005094-012778-013161_0_2_0_2_70_000_200.png-K-005094-123.png
124,124,K-004378-005094-012778-013161_0_2_0_2_75_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[109, 814, 283, 282]",K-004378-005094-012778-013161_0_2_0_2_75_000_200.png-K-005094-124.png
125,125,K-004378-005094-012778-013161_0_2_0_2_90_000_200.png,K-005094,삼남건조수산화알루미늄겔정,"[104, 797, 281, 279]",K-004378-005094-012778-013161_0_2_0_2_90_000_200.png-K-005094-125.png
126,126,K-004378-005094-012778-013161_0_2_0_2_70_000_200.png,K-012778,다보타민큐정 10mg/병,"[474, 647, 354, 500]",K-004378-005094-012778-013161_0_2_0_2_70_000_200.png-K-012778-126.png
127,127,K-004378-005094-012778-013161_0_2_0_2_75_000_200.png,K-012778,다보타민큐정 10mg/병,"[126, 95, 351, 492]",K-004378-005094-012778-013161_0_2_0_2_75_000_200.png-K-012778-127.png
128,128,K-004378-005094-012778-013161_0_2_0_2_90_000_200.png,K-012778,다보타민큐정 10mg/병,"[124, 60, 354, 489]",K-004378-005094-012778-013161_0_2_0_2_90_000_200.png-K-012778-128.png
